ClientID,Name,TypeID,City,Region,Pricing
272,Gulf Coast Ultra Deep,13,Seattle,WA,2
273,Tracntermodal,13,Bend,OR,1
274,Allegion Place,13,Green Bay,WI,3
275,Movie Studio,13,Houston,TX,2
276,Square 1 Cooks,13,Chicago,IL,3
277,Chutes Crum,13,Beaufort,NC,2
278,Fortress Green,13,Mt Sterling,KY,1
279,Hd Supply,14,Los Angeles,CA,2
280,Helpeo,13,Lahaina,HI,3
281,First Robinson Cooks,13,Miami,FL,1
282,Foody Learning,13,Estero,FL,2
283,Acadia Feast,13,Key Largo,FL,1
284,Mediacom,13,Boston,MA,3
285,Plains All American,13,Margate City,NJ,3
286,Lee Enterprises,13,Walnut Creek,CA,1
287,Vbi Vaccines,13,Charleston,SC,3
288,Joy Global,13,Memphis,TN,2
289,Lazard,13,Detroit,MI,1
290,Dcp Eating Co,13,Philadelphia,PA,1
291,Powershares Base,13,Mine Hill,NJ,1
292,Cpsm,13,New Orleans,LA,3
293,Laredo,13,La CaÌ±ada Flintridge,CA,2
294,Indo Global Exchanges Pte,13,Chicago,IL,3
295,Quest Water Global,13,Waterford,CT,1
296,Metrospaces,13,Minneapolis,MN,1
297,Grogenesis,13,Simsbury,CT,2
298,Lightwood Bakery,13,Boston,MA,3
299,Mvp,13,Cupertino,CA,2
300,Juqun,13,Tumwater,WA,2
301,Covisint Canteen,13,Charlotte,NC,3
302,Genetically Nissan Edibles,13,Bakersfield,CA,2
303,Recro Karma,13,Fort Worth,TX,1
304,Great Western Baker,13,Orlando,FL,3
305,Lexington Drink Pub,13,New York,NY,3
306,Imax Bar,13,Bryn Mawr,PA,3
307,B456,13,Tyler,TX,1
308,Alliance Pub,13,Boston,MA,3
309,Dakota Territory Resource,13,Saint Simons Island,GA,3
310,Ido,13,Blauvelt,NY,1
311,Harsco Drive-in,13,San Diego,CA,1
312,Frp Eatings,13,Alexandria,LA,1
313,Solo Lodge,13,Marshall,TX,2
314,Bassoon Cafetaria Food,13,Lewiston,ID,1
315,Andes 9,13,Santa Fe,NM,1
316,Westernowa,13,Chicago,IL,2
317,Vangent,15,Berkeley,CA,2
318,Echostar Outlet,13,Charlotte,NC,1
319,Eqm Bakes & Rest,13,Birmingham,AL,2
320,Asia Select Bakery,13,Valencia,CA,3
321,Ingersoll-Rand Plc,13,Naperville,IL,3
322,Brainy Brands,13,San Marcos,CA,1
323,Pdc 2003-B Lp,13,Durham,NC,3
324,Angiodynamics,13,Fort Worth,TX,1
325,Wlg,13,Rhinebeck,NY,3
326,Cabco Series Pub,13,Gainesville,FL,1
327,Aspire Japan,13,Nashville,TN,3
328,Ml Selectlp,13,Austin,TX,2
329,Yukon Gold Bar,13,Pleasant Hill,CA,1
330,Aventine Rest,13,Honokaa,HI,2
331,Symmetry Love,13,Stonington,CT,1
332,Liquidate Net Element,12,Tustin,CA,2
333,Territorial Mens Cave,13,Whittier,CA,1
334,Presstek De,13,Chicago,IL,2
335,Actavis,13,Chicago,IL,3
336,Smartag Lodge,13,Dallas,TX,2
337,Amwestmaging,13,Chicago,IL,3
338,Barwell Cooks,13,Brooklyn,NY,1
339,Diego Pellicer Worldwide,13,Felton,CA,1
340,Trail Run Bakery,13,Newport,RI,2
341,Alacrity Osl Eatings,13,Chicago,IL,3
342,Hk Battery Restaurant,13,Eugene,OR,1
343,Ellington Cooks,13,Laconia,NH,1
344,Core N V,13,Red Bank,NJ,2
345,Nationalwell Varco,15,New York,NY,2
346,York Water Co,13,Orlando,FL,2
347,Southern Community,13,Kansas City,MO,2
348,Sl Noodles,13,Nanuet,NY,1
349,Cutera,13,Silver Spring,MD,1
350,Tempur Sealy,13,Williamsburg,VA,2
351,Pronai Kitchens,13,Pocasset,MA,2
352,Cooks Firstsource,13,Chicago,IL,1
353,United American Bread,13,Hudson,OH,3
354,Volcom,13,Modesto,CA,3
355,Agfeed Noodles,13,White River Junction,VT,3
356,Redtone Asia,13,San Juan Bautista,CA,2
357,Accelerannovations,13,Bedford,NH,1
358,Greentek Lunchroom,13,Burlington,VT,1
359,Mirage Mediterranean,4,Tyler,TX,2
360,Triumph Baker,13,Memphis,TN,3
361,American Expressssuance,13,San Leandro,CA,1
362,Microphase ,14,Newark,CA,2
363,Metwood,13,Los Angeles,CA,3
364,Atlantic City Panda,13,Dallas,TX,1
365,Hartford Cooks,13,San Francisco,CA,3
366,Ciber,13,Savannah,GA,3
367,Novamex,13,Catskill,NY,2
368,Bioflamex Bar,13,Hallandale Beach,FL,1
369,Trilliant Exploration,13,Campbell,CA,3
370,Us Highland,13,Ponchatoula,LA,2
371,Pulse Beverage ,13,Port Townsend,WA,1
372,Xsunx,13,Narragansett,RI,2
373,Mercantile ,13,Rochester,MI,2
374,Conexant,13,Torrance,CA,2
375,Windstream Services,13,Laguna Beach,CA,3
376,Anterocookeryi Icecream,13,Ponte Vedra Beach,FL,3
377,Rewalk Foodics,13,Berkeley,CA,2
378,Haughtiest Wells Fargo Cafetaria,13,Palo Alto,CA,3
379,Harris Joint,13,Tacoma,WA,3
380,Kbs Cuisine,13,San Francisco,CA,2
381,Sfx Entertainment,13,San Francisco,CA,3
382,Nf Salon Pizzeria,13,Williamsburg,VA,3
383,Ambit Greens Bar,13,Houston,TX,3
384,Webxu,13,Buckhannon,WV,2
385,Us Tungsten Pizzeria,13,Sarasota,FL,3
386,Alphapoint Restaurant,13,Hurleyville,NY,2
387,Meridians Chow,13,Tampa,FL,3
388,Tussocks Carey Gains Grill,13,Alexandria,VA,1
389,Wilshire Enterprises,13,San Antonio,TX,2
390,Seguin Natural Hair,13,Buffalo,NY,2
391,Admiral Dished,13,Jersey City,NJ,1
392,Huts Atel Cash,13,Bethesda,MD,2
393,Boyd Gaming Bar,13,Rumson,NJ,1
394,Impeaches Pathfinder,13,Jeffersonville,VT,1
395,Cirtran Pizzeria,13,Columbus,OH,3
396,Geovax Labs,13,College Station,TX,2
397,Orchard Supply Hardware,8,Rodeo,CA,2
398,Ospirik Instruments,14,Dallas,TX,2
399,Ascent Cal,13,Asheville,NC,3
400,Pfenex,13,Wellington,FL,3
401,Dungarees John Deerepub,13,Sedona,AZ,3
402,Cubed,13,Escanaba,MI,2
403,Thatmarketsolution,5,Marina,CA,2
404,Basted Atkore Lodge,13,Warrensburg,NY,1
405,Harborone Baker,13,San Francisco,CA,1
406,Cano Bread,14,Newark,CA,2
407,Blue Sphere ,13,Rowland Heights,CA,2
408,Hq Global Service,13,McKinney,TX,1
409,China Fries,13,Covington,LA,2
410,Cigma Fruits Bar,13,Macomb,MI,2
411,Coil Tubing Restaurant,13,Ocala,FL,2
412,Northrim Baker,13,Long Beach,CA,1
413,On4 Pizzarie,13,Marietta,GA,2
414,Dynex Cal,13,Rancho Cucamonga,CA,2
415,Iacinteractivebar,13,Atlanta,GA,3
416,Rashes Cafe Pub,13,New York,NY,3
417,Chinamerica Andy Movie,13,Westminster,CO,3
418,Infor,13,San Francisco,CA,1
419,Apptigo Lodge,13,Mission Viejo,CA,1
420,Garnero Bakery,13,Boston,MA,1
421,Ge Cafe,13,Laguna Beach,CA,1
422,Spx Flow,13,Glenwood Springs,CO,2
423,Cpc of America,13,Villanova,PA,3
424,Euro Nuggets,13,New York,NY,3
425,Simulations Plus,13,Saint Louis,MO,3
426,Ralph Lauren Pizzeria,13,Aspen,CO,1
427,Tactical Air Defense,13,Petaluma,CA,3
428,Nursemaids Feed Grill,13,Destin,FL,3
429,Chemocentryx,13,Atlanta,GA,3
430,Barscom,13,San Francisco,CA,2
431,Heelys,13,Encino,CA,1
432,Gc Turbine ,13,Nashville,TN,3
433,Equinox Frontier Heritage,13,Cumming,GA,1
434,Maxsys Eatings,13,Oakland,CA,1
435,Denbury Fish,13,Mansfield,MA,3
436,Steeped Carmaxpub,13,Waikoloa,HI,1
437,Westinghouse Air Brake,13,White Plains,NY,3
438,Zap Com Bar,13,Fargo,ND,2
439,Mdu Pizzarie,13,Santa Rosa Beach,FL,1
440,Hcw Pension Cuisine,13,Upland,CA,2
441,Cryolife,13,Richmond,TX,2
442,Questcor Grill,13,Saint Louis,MO,1
443,Midas Medici,13,Austin,TX,1
444,Amarantus Nuggets,13,Richmond,VA,1
445,Comm Box2 Food,13,Portland,OR,1
446,Guitar Center,13,Salt Lake City,UT,2
447,P F Changs China Bistro,13,Rochester,MI,1
448,Gulfslope,13,Half Moon Bay,CA,3
449,Rainearth,13,Dallas,TX,1
450,Patriotbar,13,Miami Beach,FL,3
451,Blueknight Rest,13,Alameda,CA,1
452,Charter Pizzarie,13,Nyack,NY,2
453,Entegris,13,West Fargo,ND,1
454,Sugarmade,13,Clayton,MO,3
455,Barunited,13,Chicago,IL,1
456,Homestreet,13,San Diego,CA,3
457,First Rate Staffing,13,Los Angeles,CA,3
458,Free Flow,13,Tulsa,OK,1
459,Gray Fox Bread,13,Flower Mound,TX,1
460,Chenierei Icecream,13,Chicago,IL,1
461,La Quinta Eatings,13,Baltimore,MD,1
462,Savden Pizzeria,13,Vashon,WA,1
463,Bosy Eatings Bar,13,Las Vegas,NV,3
464,USA Cuisine,13,West Chester,OH,1
465,Urban Hydroponics,13,Boise,ID,3
466,Northern States Power,13,Worcester,MA,3
467,Gen3Bio,13,Kahului,HI,1
468,Kent Cooks Services,13,W Hollywood,CA,3
469,Sevcon,13,San Jose,CA,2
470,Applied Energetics,13,Rockville Centre,NY,2
471,Supernova,13,Oklahoma City,OK,2
472,Funcorenstitutional,13,Roseville,CA,1
473,Deadly Hyundai Chop,13,Fredonia,AZ,1
474,Pennantpark Floating Rate,13,San Diego,CA,1
475,Hangover Joe's Eating,13,Santa Clara,CA,3
476,Hillenbrand,13,Columbus,OH,2
477,Brocade Pizzarie,13,Grants Pass,OR,2
478,Ladenburg Thalmann,13,Bel Air,MD,3
479,China Cgame,13,Orlando,FL,3
480,Sucampo Grill,13,New York,NY,3
481,Trupanion,13,New York,NY,3
482,Ulta Salon Cosmetics,13,Houston,TX,1
483,Synacor,13,Banner Elk,NC,2
484,Landmark Rest,13,Estes Park,CO,1
485,Appfolio,13,Chatham,NJ,2
486,Lone Pine Fish,13,Kerrville,TX,2
487,China United Kitchen,14,New York,NY,1
488,Asia Pacific Boiler,13,San Jose,CA,1
489,Life Stem Flavor,13,Honolulu,HI,3
490,Venture Eating & Drinks,13,New Orleans,LA,1
491,World Omni,13,San Diego,CA,2
492,Cpg Opco Lp,13,New York,NY,3
493,Federal Agricultural,13,Huntington Beach,CA,2
494,Tf Diced,13,La Verne,CA,2
495,Tigerlove,13,New Orleans,LA,3
496,Plumas Baker,13,Camarillo,CA,3
497,Amogear,13,Atlanta,GA,3
498,Ai Services,13,Boca Grande,FL,1
499,Metastat,13,Chicago,IL,2
500,Sonic Foundry,13,Atlanta,GA,3
501,Piedmont Pâtisserie,13,Atlanta,GA,1
502,Onyx Service & Cookery,13,Big Bear Lake,CA,1
503,Sciquest,13,Shipshewana,IN,2
504,Grandsons Hawaiian,13,Houston,TX,1
505,Cellectar Greens,13,Dallas,TX,2
506,Facebook,13,Lafayette,IN,3
507,Evi Lp,13,Greenville,SC,2
508,Adesto Bakes,13,New York,NY,3
509,Unhesitatingly  Pub Series,13,Palm Springs,CA,3
510,Paa Natural Storage,13,Carmel,CA,2
511,Shades Eatings,13,Atlanta,GA,3
512,Station Casinos,13,Baltimore,MD,3
513,Lakeside,13,Bend,OR,2
514,Macquarie Drinks Pty,13,Seattle,WA,2
515,Metallurgy Citigroup Cafetaria,13,Colfax,NC,1
516,Scurry Gs Food Delis,13,Haltom City,TX,2
517,Iron Mountain,13,Colorado Springs,CO,3
518,Mksnstruments,13,Encinitas,CA,1
519,Fsi Lodge,13,Westchester,CA,1
520,Black Box Bar,13,Williston Park,NY,1
521,Bay Baker,13,Yakima,WA,2
522,Scholastic Bar,13,Hartford,CT,2
523,Vasco Cake Security,13,St Louis,MO,3
524,Decor Bakes,13,Sacramento,CA,3
525,Green Hygienics Eatings,13,Fort Lauderdale,FL,1
526,Icon Vapor,13,Austin,TX,2
527,Timelapse Mercedes-Bro,13,Elberta,AL,3
528,Dixie Picks,13,Annapolis,MD,3
529,Alabama Power Co,13,Marquette,MI,1
530,Interstate Power & Light,13,Clearwater Beach,FL,3
531,2-Track Global,13,Lakewood,OH,2
532,Diamondrock Hospitality,13,San Francisco,CA,1
533,Proper Power,13,Atlanta,GA,3
534,Mogul Rest,13,Palo Alto,CA,2
535,Cellular Blues,13,Middleton,WI,3
536,Empire Global Bar,13,Seattle,WA,2
537,Keryx Bioeaterys,13,Solvang,CA,3
538,Feed Gen,13,Sarasota,FL,3
539,Mattel Deli,13,Asheville,NC,2
540,Rehabcare,13,Madison,WI,3
541,Ngli Lp,13,Honolulu,HI,3
542,Scripted Ally Edibles,13,Arlington,VA,1
543,Goodly Mercedes Grill,13,Vail,CO,3
544,Bmc Stock Eatings,13,West Hollywood,CA,3
545,Comm 2014 Food,13,Houston,TX,1
546,Emo Mediterranean,13,Concord,CA,1
547,Receptos,13,Mt Pleasant,SC,1
548,Fisher Pizzarie,13,Sonora,CA,2
549,Tongli Grill,13,Rancho Cordova,CA,1
550,Auxilio,13,Austin,TX,2
551,Opentable,13,Johnston,IA,2
552,Fidelity National,13,Pacific Grove,CA,3
553,Lehman Cookies Cna,13,Herndon,VA,2
554,Mantech Lodge,13,New York,NY,3
555,Oritani Diced,13,Germantown,TN,3
556,Oxfordmmunotec Global,13,Santa Barbara,CA,2
557,Green Pub,13,Los Angeles,CA,3
558,Toast Masters,13,Knoxville,TN,2
559,Array Biokarma,13,Los Angeles,CA,1
560,Mindspeed Bakes,13,Salt Lake City,UT,1
561,Advanceddevices,13,Rockford,IL,1
562,Hospitalityism Tyco,13,St Petersburg,FL,2
563,Compuware ,2,New York,NY,3
564,3D Bar,13,Pasadena,CA,3
565,Speedway Motorsports,13,Cary,NC,3
566,Westbury Baker,13,Whittier,CA,2
567,Infringing Volkswagen Lime,13,Woodside,NY,1
568,Freedom Leaf,13,Costa Mesa,CA,3
569,3D Total Cookery,13,Morgantown,WV,2
570,Rocky Mountain Chocolate,13,Chattanooga,TN,3
571,Quarried Citigroup Cafetaria,13,TOPSAIL BEACH,NC,1
572,Eplus,13,San Francisco,CA,2
573,Hawaiian Fresh,13,Cranford,NJ,2
574,View,13,Cumming,GA,2
575,Prevention Kitchen Com,13,San Francisco,CA,3
576,Pendulous Fruits Lp,13,New Orleans,LA,3
577,Kmp Fishery,13,Dewey,AZ,3
578,Magellan Gold Bar,13,Santa Fe,NM,3
579,Physicians Caffee,13,Grover Beach,CA,1
580,China Greenstar,13,Ocean Springs,MS,1
581,Us Foods,13,Mena,AR,1
582,Frozen Food Express,13,Pleasant Hill,CA,3
583,Wsfs Grove,13,Grandview Heights,OH,1
584,Ensco Plc,13,Richmond,VA,1
585,Marsh & Mclennan,13,Virginia Beach,VA,2
586,Boeing Mediterranean,10,South Lake Tahoe,CA,2
587,Eversource Rest,13,Concord,CA,1
588,Uniprop Manufactured,13,San Francisco,CA,1
589,Rsc Eatingsii,2,Redmond,WA,2
590,Plh Bakes,13,Navarre,FL,2
591,Techapp Cookery,14,Minneapolis,MN,2
592,Aleris Bar,13,Santa Monica,CA,3
593,Mjp Lodge,13,Redington Shores,FL,1
594,Signal Flavor,13,Austin,TX,1
595,Coaxed Nissan Pub,13,Provincetown,MA,2
596,Pacifibar Eatings,13,Chicago,IL,1
597,Eatingtree,13,Wilmington,NC,1
598,Resolutebar,13,Coralville,IA,3
599,Flowers Foods,13,Fort Smith,AR,2
600,The Ozarks,13,North Hollywood,CA,3
601,Peapack Gladstone,13,Durango,CO,1
602,Zions Bakery,13,Katy,TX,1
603,Goldfields Lodge,13,Chicago,IL,3
604,Ceyte Flavor Outlet,13,Chicago,IL,1
